Lob_10_B,Lob_10_U,Lob_11_B,Lob_11_U,Lob_12_B,Lob_12_U,Lob_13_B,Lob_13_U,Lob_14_B,Lob_14_U,Lob_15_B,Lob_15_U,Lob_1_B,Lob_1_U,Lob_2_B,Lob_2_U,Lob_3_B,Lob_3_U,Lob_4_B,Lob_4_U,Lob_5_B,Lob_5_U,Lob_6_B,Lob_6_U,Lob_7_B,Lob_7_U,Lob_8_B,Lob_8_U,Lob_9_B,Lob_9_U,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
0,0,0,0,0,0,0,0,0,0,0,16.42,0,31.94,0,0,0,73.82,0,0,0,0,0,6.87,0,4.48,0,0,0,0,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g
0,0,0,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,unk_f,unk_g
0,0,0,41.16,0,3.49,0,0,0,0,0,22.87,0,353.33,0,0,0,68.53,0,4.98,0,0,0,9.47,0,3.49,0,0,0,0,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,
0,106.61,0,886.46,0,110.63,0,26.04,0,0,0,645.57,0,6260.91,0,5.62,0,1226.77,0,97.52,0,13.19,0,366.69,0,60.51,0,0,0,67.48,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,
0,5.13,0,61.66,0,6.93,0,0,0,0,0,3.53,0,46.53,0,0,0,8.13,0,21.42,0,0,0,4.22,0,0.52,0,0,0,0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,24.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,unk_p,unk_c,unk_o,,
0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,0,0,0,6.89,0,1.91,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,
0,63.2,0,666.97,0,159.01,0,2.53,0,0,0,181.97,0,2382.75,0,0,0,342.09,0,152.52,0,7.17,0,81.87,0,17.39,0,0,0,7.38,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unk_g
0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,unk_f,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,57.86,0,34.65,0,0,0,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
0,80.61,0,88.35,0,16.07,0,85.27,0,0,0,32.82,0,215.11,0,22.17,0,111.97,0,43.97,0,37.67,0,556.97,0,58.75,0,0,0,9.24,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,
0,14.72,0,156.36,0,41.45,0,100.01,0,0,0,18.52,0,756.24,0,10.22,0,321.2,0,98.49,0,54.56,0,67.76,0,50.86,0,41.25,0,8.37,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,unk_g
0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Geodermatophilus
1.71,0,13.74,0,2.08,0,3.88,0,2.88,0,0,0,0,4.99,8.93,0,1.92,0,0,2.21,4.99,0,2.5,0,1.93,0,0,0,4.91,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
0,0,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium
0,5.02,0,40.43,0,38.28,0,0,0,7.5,0,43.33,0,302.84,0,4.18,0,47.96,0,74.04,0,35,0,206.44,0,41.37,0,8.3,0,31.21,Bacteria,unk_k,Actinomycetota,Actinomycetes,unk_o,unk_f,
0,56.46,0,152.79,0,3.46,0,127.65,0,7.06,0,39.06,0,110.6,0,27.2,0,260.04,0,27.53,0,38.65,0,93.67,0,35.62,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
0,0,0,64.89,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,Bacteria,unk_k,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium
0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,Bacteria,unk_k,Bacillota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Bacteroidia,Marinilabiliales,,
0,0,0,0,0,0,0,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,35.74,0,0,0,22.45,0,0,0,0,0,14.51,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga
0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,
0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.23,0,0,0,11.23,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,
0,0,0,0,0,0,0,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,47.98,0,0,0,1.91,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,unk_g
0,0,0,23.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Ekhidna
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Roseivirgaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.97,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,24.19,0,0,0,3.99,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,
0,11.1,0,6.65,0,8.39,0,0,0,0,0,0,0,6.98,0,109.35,0,24.48,0,31.58,0,0,0,0,0,4.38,0,14.7,0,5.22,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter
0,0,0,193.93,0,634.08,0,0,0,104.17,0,1636.27,0,0,0,268.34,0,1535.09,0,0,0,1138.85,0,0,0,63.59,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.94,0,0,0,4.94,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flaviramulus
0,0,0,0,0,7.58,0,0,0,5.21,0,0,0,0,0,8.93,0,20.64,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0,0,0,0,0,25.6,0,5.42,0,0,0,0,0,0,0,247.42,0,19.7,0,0,0,27.03,0,0,0,6.18,0,3.94,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,11.44,0,0,0,0,0,0,0,11.04,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
0,0,0,0,0,9.46,0,0,0,5.73,0,0,0,0,0,3.01,0,23.64,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
0,0,0,4.66,0,3.72,0,3.58,0,0,0,0,0,6.47,0,5.58,0,36.85,0,6.62,0,0,0,0,0,4.03,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
0,0,0,3.18,0,5.48,0,0,0,0,0,0,0,44.56,0,0,0,56.36,0,0,0,0,0,12.41,0,7.17,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
0,52.3,0,115.15,0,62.61,0,288.69,0,16.82,0,46.46,0,242.15,0,233.8,0,353.51,0,126.43,0,484.53,0,243.68,0,113.67,0,74.84,0,42.25,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Patiriisocius
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3.09,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pibocella
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.12,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter
0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia
0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens
0,0,0,219.07,0,0,0,0,0,21.89,0,110.52,0,0,0,57.93,0,1952.24,0,8.62,0,169.76,0,0,0,2.87,0,3.11,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
0,0,0,3.55,0,0,0,0,0,4.46,0,0,0,0,0,8.65,0,59.98,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
0,5.57,0,16.11,0,12.38,0,0,0,0,0,19.3,0,70.92,0,41.02,0,122.81,0,20.66,0,12.25,0,5.84,0,111.9,0,7.61,0,18.96,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unk_g
0,0,0,17.49,0,15.93,0,6.77,0,0,0,18.53,0,0,0,16.53,0,34.06,0,27.52,0,25.92,0,24.6,0,53.05,0,7.77,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,13.16,0,0,0,0,0,0,0,0,0,0,0,11.56,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,unk_f,
0,0,0,23.98,0,0,0,0,0,10.48,0,0,0,0,0,34.11,0,5.69,0,0,0,4.33,0,9.3,0,8.04,0,4.35,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,unk_f,unk_g
0,0,0,0,0,0,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,unk_o,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,6.81,0,0,0,0,0,7.82,0,18.24,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,unk_o,unk_f,
0,0,9.03,12.63,0,0,0,0,0,0,0,0,0,15.26,0,158.11,0,3.91,0,0,0,0,0,3.22,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Flavobacteriia,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,11.75,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Portibacter
0,0,0,11.64,0,0,0,0,0,14.2,0,3.88,0,0,0,9.08,0,0,0,0,0,3.73,0,5.83,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella
0,0,0,4.63,0,0,0,22.06,0,0,0,7.51,0,8.38,0,49.68,0,17.2,0,16.72,0,0,0,6.71,0,9.49,0,0,0,0,Bacteria,unk_k,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Neolewinella
